cosine_score,jaccard_score,10Kdates
,,
0.9201721394880013,0.8521468144044322,2012-02-27
0.9229003372132812,0.8567676413938015,2013-03-07
0.890751601154362,0.8030224969946763,2014-02-26
0.9004924801036861,0.8188061278394083,2015-02-26
0.8626654597759181,0.757258791704238,2016-02-24
0.8267328180658937,0.6985583224115334,2017-03-01
0.9030496869548936,0.8232177263969171,2018-02-23
